# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.invertedFileNameIndex.requests,1776151495046000000,1776151555026000000,0
VFS.fileByIdCache.misses,1776151495046000000,1776151555026000000,0
FileNameCache.totalMisses,1776151495046000000,1776151555026000000,0
VFS.fileByIdCache.hits,1776151495046000000,1776151555026000000,9
FileNameCache.queries,1776151495046000000,1776151555026000000,12892736
workspaceModel.check.recursive.update.ms,1776151495046000000,1776151555026000000,1
workspaceModel.collect.changes.ms,1776151495046000000,1776151555026000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1776151495046000000,1776151555026000000,6
workspaceModel.workspaceFileIndexData.markDirty.ms,1776151495046000000,1776151555026000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1776151495046000000,1776151555026000000,6
workspaceModel.updates.count,1776151495046000000,1776151555026000000,5
workspaceModel.full.replace.project.model.ms,1776151495046000000,1776151555026000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1776151495046000000,1776151555026000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1776151495046000000,1776151555026000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1776151495046000000,1776151555026000000,20
workspaceModel.pre.handlers.ms,1776151495046000000,1776151555026000000,0
workspaceModel.updates.precise.ms,1776151495046000000,1776151555026000000,2
workspaceModel.loading.from.cache.ms,1776151495046000000,1776151555026000000,0
workspaceModel.updates.ms,1776151495046000000,1776151555026000000,33
workspaceModel.cachedValue.total.get.ms,1776151495046000000,1776151555026000000,2
workspaceModel.workspaceFileIndexData.getPackageName.ms,1776151495046000000,1776151555026000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1776151495046000000,1776151555026000000,0
workspaceModel.cachedValue.from.cache.ms,1776151495046000000,1776151555026000000,2
workspaceModel.workspaceFileIndexData.init.ms,1776151495046000000,1776151555026000000,0
workspaceModel.init.bridges.ms,1776151495046000000,1776151555026000000,3
workspaceModel.cachedValueWithParameters.calculated.ms,1776151495046000000,1776151555026000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1776151495046000000,1776151555026000000,0
workspaceModel.loading.total.ms,1776151495046000000,1776151555026000000,0
workspaceModel.cachedValue.calculated.ms,1776151495046000000,1776151555026000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1776151495046000000,1776151555026000000,99
workspaceModel.update.unloaded.entities.ms,1776151495046000000,1776151555026000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1776151495046000000,1776151555026000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1776151495046000000,1776151555026000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1776151495046000000,1776151555026000000,0
workspaceModel.to.snapshot.ms,1776151495046000000,1776151555026000000,0
workspaceModel.cachedValue.clear.ms,1776151495046000000,1776151555026000000,0
workspaceModel.replace.project.model.ms,1776151495046000000,1776151555026000000,0
workspaceModel.initializing.ms,1776151495046000000,1776151555026000000,3
workspaceModel.workspaceFileIndexData.instances.count,1776151495046000000,1776151555026000000,0
JVM.newThreadsCount,1776151495046000000,1776151555026000000,17
JVM.maxHeapBytes,1776151495046000000,1776151555026000000,1577058304
JVM.GC.collections,1776151495046000000,1776151555026000000,38
JVM.usedNativeBytes,1776151495046000000,1776151555026000000,320468056
JVM.GC.collectionTimesMs,1776151495046000000,1776151555026000000,491
JVM.maxThreadCount,1776151495046000000,1776151555026000000,133
JVM.totalBytesAllocated,1776151495046000000,1776151555026000000,5811544384
JVM.threadCount,1776151495046000000,1776151555026000000,133
OS.loadAverage,1776151495046000000,1776151555026000000,6.22900390625
JVM.usedHeapBytes,1776151495046000000,1776151555026000000,187786000
JVM.totalCpuTimeMs,1776151495046000000,1776151555026000000,56086
JVM.totalDirectByteBuffersBytes,1776151495046000000,1776151555026000000,200068128
FlushQueue.queueSizeMax,1776151495046000000,1776151555026000000,0
FlushQueue.waitingTimeAvgNs,1776151495046000000,1776151555026000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1776151495046000000,1776151555026000000,26206636
AWTEventQueue.dispatchTimeMaxNs,1776151495046000000,1776151555026000000,0
NonBlockingReadAction.failedExecutionsCount,1776151495046000000,1776151555026000000,1226
WriteAction.executionsCount,1776151495046000000,1776151555026000000,2330
NonBlockingReadAction.failedExecutionTimeUs,1776151495046000000,1776151555026000000,1466710
AWTEventQueue.eventsDispatched,1776151495046000000,1776151555026000000,0
FlushQueue.executionTimeMaxNs,1776151495046000000,1776151555026000000,0
FlushQueue.executionTime90PNs,1776151495046000000,1776151555026000000,0
FlushQueue.waitingTimeMaxNs,1776151495046000000,1776151555026000000,0
FlushQueue.tasksExecuted,1776151495046000000,1776151555026000000,0
AWTEventQueue.dispatchTimeTotalNS,1776151495046000000,1776151555026000000,6711645980
FlushQueue.queueSizeAvg,1776151495046000000,1776151555026000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1776151495046000000,1776151555026000000,0.0
AWTEventQueue.dispatchTime90PNs,1776151495046000000,1776151555026000000,0
FlushQueue.queueSize90P,1776151495046000000,1776151555026000000,0
FlushQueue.executionTimeAvgNs,1776151495046000000,1776151555026000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1776151495046000000,1776151555026000000,9395
FlushQueue.waitingTime90PNs,1776151495046000000,1776151555026000000,0
ReadAction.executionsCount,1776151495046000000,1776151555026000000,76420
IndexesFlusher.totalContentionQuotaSpent,1776151555026000000,1776151615055000000,0
IndexesFlusher.totalFlushesRetried,1776151555026000000,1776151615055000000,0
IndexesFlusher.totalFlushes,1776151555026000000,1776151615055000000,59
IndexesFlusher.totalFlushingTimeUs,1776151555026000000,1776151615055000000,125373
jps.global.get.library.ms,1776151555026000000,1776151615055000000,0
jps.global.initialize.library.bridges.after.loading.ms,1776151555026000000,1776151615055000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1776151555026000000,1776151615055000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1776151555026000000,1776151615055000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1776151555026000000,1776151615055000000,0
jps.global.get.library.by.name.ms,1776151555026000000,1776151615055000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1776151555026000000,1776151615055000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1776151555026000000,1776151615055000000,0
jps.modifiable.module.model.bridge.new.module.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1776151555026000000,1776151615055000000,0
workspaceModel.load.cache.from.file.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1776151555026000000,1776151615055000000,0
jps.save.changed.project.entities.ms,1776151555026000000,1776151615055000000,1
jps.storage.jps.conf.reader.load.component.ms,1776151555026000000,1776151615055000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1776151555026000000,1776151615055000000,0
workspaceModel.moduleBridge.update.option.ms,1776151555026000000,1776151615055000000,0
jps.facet.change.listener.process.change.events.ms,1776151555026000000,1776151615055000000,0
workspaceModel.save.cache.to.file.ms,1776151555026000000,1776151615055000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1776151555026000000,1776151615055000000,0
jps.library.entities.serializer.load.entities.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1776151555026000000,1776151615055000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1776151555026000000,1776151615055000000,0
jps.global.get.libraries.ms,1776151555026000000,1776151615055000000,0
workspaceModel.sync.entities.ms,1776151555026000000,1776151615055000000,0
jps.artifact.entities.serializer.save.entities.ms,1776151555026000000,1776151615055000000,0
jps.load.project.to.empty.storage.ms,1776151555026000000,1776151615055000000,0
jps.apply.loaded.storage.ms,1776151555026000000,1776151615055000000,0
jps.app.storage.content.reader.load.component.ms,1776151555026000000,1776151615055000000,0
jps.module.iml.entities.serializer.load.entities.ms,1776151555026000000,1776151615055000000,0
jps.modifiable.module.model.bridge.disposing.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.instances.count,1776151555026000000,1776151615055000000,0
jps.library.entities.serializer.save.entities.ms,1776151555026000000,1776151615055000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1776151555026000000,1776151615055000000,0
workspaceModel.global.updates.ms,1776151555026000000,1776151615055000000,0
workspaceModel.global.apply.state.to.project.ms,1776151555026000000,1776151615055000000,0
jps.modifiable.module.model.bridge.renaming.ms,1776151555026000000,1776151615055000000,0
jps.global.initialize.library.bridges.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1776151555026000000,1776151615055000000,0
jps.modifiable.module.model.bridge.load.module.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1776151555026000000,1776151615055000000,0
jps.facet.change.listener.before.change.events.ms,1776151555026000000,1776151615055000000,0
jps.load.initial.state.ms,1776151555026000000,1776151615055000000,0
jps.save.global.entities.ms,1776151555026000000,1776151615055000000,20
jps.global.handle.changed.events.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1776151555026000000,1776151615055000000,0
jps.project.serializers.load.ms,1776151555026000000,1776151615055000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1776151555026000000,1776151615055000000,0
jps.module.iml.entities.serializer.save.entities.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1776151555026000000,1776151615055000000,0
workspaceModel.do.save.caches.ms,1776151555026000000,1776151615055000000,0
jps.reload.project.entities.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1776151555026000000,1776151615055000000,0
workspaceModel.orphan.listener.update.ms,1776151555026000000,1776151615055000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1776151555026000000,1776151615055000000,0
jps.artifact.entities.serializer.load.entities.ms,1776151555026000000,1776151615055000000,0
jps.facet.change.listener.init.bridge.ms,1776151555026000000,1776151615055000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1776151555026000000,1776151615055000000,0
workspaceModel.mutableEntityStorage.entities.ms,1776151555026000000,1776151615055000000,0
workspaceModel.global.updates.count,1776151555026000000,1776151615055000000,0
workspaceModel.moduleBridge.before.changed.ms,1776151555026000000,1776151615055000000,0
jps.project.serializers.save.ms,1776151555026000000,1776151615055000000,1
workspaceModel.load.cache.metadata.from.file.ms,1776151555026000000,1776151615055000000,0
jps.app.storage.content.writer.save.component.ms,1776151555026000000,1776151615055000000,2
jps.global.handle.before.change.events.ms,1776151555026000000,1776151615055000000,0
cacheStateStorage.set.counter,1776151555026000000,1776151615055000000,0
cacheStateStorage.set.duration,1776151555026000000,1776151615055000000,0
cacheStateStorage.get.counter,1776151555026000000,1776151615055000000,0
cacheStateStorage.get.duration,1776151555026000000,1776151615055000000,0
writeAction.median.wait.ms,1776151555026000000,1776151615055000000,300
writeAction.wait.ms,1776151555026000000,1776151615055000000,0
writeAction.count,1776151555026000000,1776151615055000000,0
writeAction.max.wait.ms,1776151555026000000,1776151615055000000,53
FilePageCacheLockFree.totalHeapBytesReclaimed,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1776151555026000000,1776151615055000000,0
StreamlinedBlobStorage.recordsDeleted,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.nativeBytesInUse,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.heapBytesInUse,1776151555026000000,1776151615055000000,0
FilePageCache.disposedBuffers,1776151555026000000,1776151615055000000,0
FilePageCache.pageFastCacheHits,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalPagesReadMs,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalPagesRequested,1776151555026000000,1776151615055000000,0
FilePageCache.capacityInBytes,1776151555026000000,1776151615055000000,503316478
DirectByteBufferAllocator.disposed,1776151555026000000,1776151615055000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1776151555026000000,1776151615055000000,4279425
DirectByteBufferAllocator.reclaimed,1776151555026000000,1776151615055000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1776151555026000000,1776151615055000000,0
FilePageCache.totalPageDisposalsUs,1776151555026000000,1776151615055000000,0
FilePageCache.maxCacheSizeInBytes,1776151555026000000,1776151615055000000,176242688
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1776151555026000000,1776151615055000000,0
StreamlinedBlobStorage.recordsAllocated,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalBytesWritten,1776151555026000000,1776151615055000000,0
FilePageCache.pageHits,1776151555026000000,1776151615055000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1776151555026000000,1776151615055000000,0
StreamlinedBlobStorage.recordsRelocated,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1776151555026000000,1776151615055000000,0
FilePageCache.maxRegisteredFiles,1776151555026000000,1776151615055000000,248
FilePageCache.totalPageLoadsUs,1776151555026000000,1776151615055000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1776151555026000000,1776151615055000000,176242688
FilePageCacheLockFree.housekeeperTurnsDone,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalPagesWriteMs,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalPagesWritten,1776151555026000000,1776151615055000000,0
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1776151555026000000,1776151615055000000,0
DirectByteBufferAllocator.hits,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalPagesHandedOver,1776151555026000000,1776151615055000000,0
FilePageCache.uncachedFileAccess,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1776151555026000000,1776151615055000000,0
MappedFileStorage.storages,1776151555026000000,1776151615055000000,14
FilePageCacheLockFree.totalNativeBytesAllocated,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalPagesAllocated,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalBytesRequested,1776151555026000000,1776151615055000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1776151555026000000,1776151615055000000,0
MappedFileStorage.totalBytesMapped,1776151555026000000,1776151615055000000,194248704
MappedFileStorage.totalPagesMapped,1776151555026000000,1776151615055000000,14
StorageLockContext.competingThreads.max,1776151555026000000,1776151615055000000,0
DirectByteBufferAllocator.misses,1776151555026000000,1776151615055000000,0
StorageLockContext.competingThreads.avg,1776151555026000000,1776151615055000000,0.0
FilePageCache.pageLoads,1776151555026000000,1776151615055000000,0
StorageLockContext.competingThreads.90P,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalBytesRead,1776151555026000000,1776151615055000000,0
FilePageCacheLockFree.totalPagesReclaimed,1776151555026000000,1776151615055000000,0
VFS.fileChildByName,1776151555026000000,1776151615055000000,8
VFS.invertedFileNameIndex.requests,1776151555026000000,1776151615055000000,0
VFS.fileByIdCache.misses,1776151555026000000,1776151615055000000,0
FileNameCache.totalMisses,1776151555026000000,1776151615055000000,0
VFS.fileByIdCache.hits,1776151555026000000,1776151615055000000,0
FileNameCache.queries,1776151555026000000,1776151615055000000,64
workspaceModel.check.recursive.update.ms,1776151555026000000,1776151615055000000,0
workspaceModel.collect.changes.ms,1776151555026000000,1776151615055000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1776151555026000000,1776151615055000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1776151555026000000,1776151615055000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1776151555026000000,1776151615055000000,0
workspaceModel.updates.count,1776151555026000000,1776151615055000000,0
workspaceModel.full.replace.project.model.ms,1776151555026000000,1776151615055000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1776151555026000000,1776151615055000000,0
workspaceModel.cachedValueWithParameters.from.cache.ms,1776151555026000000,1776151615055000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1776151555026000000,1776151615055000000,0
workspaceModel.pre.handlers.ms,1776151555026000000,1776151615055000000,0
workspaceModel.updates.precise.ms,1776151555026000000,1776151615055000000,0
workspaceModel.loading.from.cache.ms,1776151555026000000,1776151615055000000,0
workspaceModel.updates.ms,1776151555026000000,1776151615055000000,0
workspaceModel.cachedValue.total.get.ms,1776151555026000000,1776151615055000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1776151555026000000,1776151615055000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1776151555026000000,1776151615055000000,0
workspaceModel.cachedValue.from.cache.ms,1776151555026000000,1776151615055000000,0
workspaceModel.workspaceFileIndexData.init.ms,1776151555026000000,1776151615055000000,0
workspaceModel.init.bridges.ms,1776151555026000000,1776151615055000000,0
workspaceModel.cachedValueWithParameters.calculated.ms,1776151555026000000,1776151615055000000,0
workspaceModel.cachedValueWithParameters.clear.ms,1776151555026000000,1776151615055000000,0
workspaceModel.loading.total.ms,1776151555026000000,1776151615055000000,0
workspaceModel.cachedValue.calculated.ms,1776151555026000000,1776151615055000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1776151555026000000,1776151615055000000,0
workspaceModel.update.unloaded.entities.ms,1776151555026000000,1776151615055000000,0
workspaceModel.cachedValueWithParameters.total.get.ms,1776151555026000000,1776151615055000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1776151555026000000,1776151615055000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1776151555026000000,1776151615055000000,0
workspaceModel.to.snapshot.ms,1776151555026000000,1776151615055000000,0
workspaceModel.cachedValue.clear.ms,1776151555026000000,1776151615055000000,0
workspaceModel.replace.project.model.ms,1776151555026000000,1776151615055000000,0
workspaceModel.initializing.ms,1776151555026000000,1776151615055000000,0
workspaceModel.workspaceFileIndexData.instances.count,1776151555026000000,1776151615055000000,0
JVM.newThreadsCount,1776151555026000000,1776151615055000000,0
JVM.maxHeapBytes,1776151555026000000,1776151615055000000,1577058304
JVM.GC.collections,1776151555026000000,1776151615055000000,0
JVM.usedNativeBytes,1776151555026000000,1776151615055000000,324318984
JVM.GC.collectionTimesMs,1776151555026000000,1776151615055000000,0
JVM.maxThreadCount,1776151555026000000,1776151615055000000,133
JVM.totalBytesAllocated,1776151555026000000,1776151615055000000,192720656
JVM.threadCount,1776151555026000000,1776151615055000000,52
OS.loadAverage,1776151555026000000,1776151615055000000,3.751953125
JVM.usedHeapBytes,1776151555026000000,1776151615055000000,392258320
JVM.totalCpuTimeMs,1776151555026000000,1776151615055000000,6623
JVM.totalDirectByteBuffersBytes,1776151555026000000,1776151615055000000,177568472
FlushQueue.queueSizeMax,1776151555026000000,1776151615055000000,0
FlushQueue.waitingTimeAvgNs,1776151555026000000,1776151615055000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1776151555026000000,1776151615055000000,0
AWTEventQueue.dispatchTimeMaxNs,1776151555026000000,1776151615055000000,0
NonBlockingReadAction.failedExecutionsCount,1776151555026000000,1776151615055000000,0
WriteAction.executionsCount,1776151555026000000,1776151615055000000,0
NonBlockingReadAction.failedExecutionTimeUs,1776151555026000000,1776151615055000000,0
AWTEventQueue.eventsDispatched,1776151555026000000,1776151615055000000,0
FlushQueue.executionTimeMaxNs,1776151555026000000,1776151615055000000,0
FlushQueue.executionTime90PNs,1776151555026000000,1776151615055000000,0
FlushQueue.waitingTimeMaxNs,1776151555026000000,1776151615055000000,0
FlushQueue.tasksExecuted,1776151555026000000,1776151615055000000,0
AWTEventQueue.dispatchTimeTotalNS,1776151555026000000,1776151615055000000,1875729746
FlushQueue.queueSizeAvg,1776151555026000000,1776151615055000000,0.0
AWTEventQueue.dispatchTimeAvgNs,1776151555026000000,1776151615055000000,0.0
AWTEventQueue.dispatchTime90PNs,1776151555026000000,1776151615055000000,0
FlushQueue.queueSize90P,1776151555026000000,1776151615055000000,0
FlushQueue.executionTimeAvgNs,1776151555026000000,1776151615055000000,0.0
NonBlockingReadAction.finalizedExecutionsCount,1776151555026000000,1776151615055000000,0
FlushQueue.waitingTime90PNs,1776151555026000000,1776151615055000000,0
ReadAction.executionsCount,1776151555026000000,1776151615055000000,718
IndexesFlusher.totalContentionQuotaSpent,1776151615055000000,1776151675024000000,0
IndexesFlusher.totalFlushesRetried,1776151615055000000,1776151675024000000,0
IndexesFlusher.totalFlushes,1776151615055000000,1776151675024000000,59
IndexesFlusher.totalFlushingTimeUs,1776151615055000000,1776151675024000000,115777
jps.global.get.library.ms,1776151615055000000,1776151675024000000,0
jps.global.initialize.library.bridges.after.loading.ms,1776151615055000000,1776151675024000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1776151615055000000,1776151675024000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1776151615055000000,1776151675024000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1776151615055000000,1776151675024000000,0
jps.global.get.library.by.name.ms,1776151615055000000,1776151675024000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1776151615055000000,1776151675024000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1776151615055000000,1776151675024000000,0
jps.modifiable.module.model.bridge.new.module.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1776151615055000000,1776151675024000000,0
workspaceModel.load.cache.from.file.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1776151615055000000,1776151675024000000,0
jps.save.changed.project.entities.ms,1776151615055000000,1776151675024000000,0
jps.storage.jps.conf.reader.load.component.ms,1776151615055000000,1776151675024000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1776151615055000000,1776151675024000000,0
workspaceModel.moduleBridge.update.option.ms,1776151615055000000,1776151675024000000,0
jps.facet.change.listener.process.change.events.ms,1776151615055000000,1776151675024000000,0
workspaceModel.save.cache.to.file.ms,1776151615055000000,1776151675024000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1776151615055000000,1776151675024000000,0
jps.library.entities.serializer.load.entities.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1776151615055000000,1776151675024000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1776151615055000000,1776151675024000000,0
jps.global.get.libraries.ms,1776151615055000000,1776151675024000000,0
workspaceModel.sync.entities.ms,1776151615055000000,1776151675024000000,0
jps.artifact.entities.serializer.save.entities.ms,1776151615055000000,1776151675024000000,0
jps.load.project.to.empty.storage.ms,1776151615055000000,1776151675024000000,0
jps.apply.loaded.storage.ms,1776151615055000000,1776151675024000000,0
jps.app.storage.content.reader.load.component.ms,1776151615055000000,1776151675024000000,0
jps.module.iml.entities.serializer.load.entities.ms,1776151615055000000,1776151675024000000,0
jps.modifiable.module.model.bridge.disposing.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.instances.count,1776151615055000000,1776151675024000000,0
jps.library.entities.serializer.save.entities.ms,1776151615055000000,1776151675024000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1776151615055000000,1776151675024000000,0
workspaceModel.global.updates.ms,1776151615055000000,1776151675024000000,0
workspaceModel.global.apply.state.to.project.ms,1776151615055000000,1776151675024000000,0
jps.modifiable.module.model.bridge.renaming.ms,1776151615055000000,1776151675024000000,0
jps.global.initialize.library.bridges.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1776151615055000000,1776151675024000000,0
jps.modifiable.module.model.bridge.load.module.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1776151615055000000,1776151675024000000,0
jps.facet.change.listener.before.change.events.ms,1776151615055000000,1776151675024000000,0
jps.load.initial.state.ms,1776151615055000000,1776151675024000000,0
jps.save.global.entities.ms,1776151615055000000,1776151675024000000,0
jps.global.handle.changed.events.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1776151615055000000,1776151675024000000,0
jps.project.serializers.load.ms,1776151615055000000,1776151675024000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1776151615055000000,1776151675024000000,0
jps.module.iml.entities.serializer.save.entities.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1776151615055000000,1776151675024000000,0
workspaceModel.do.save.caches.ms,1776151615055000000,1776151675024000000,0
jps.reload.project.entities.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1776151615055000000,1776151675024000000,0
workspaceModel.orphan.listener.update.ms,1776151615055000000,1776151675024000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1776151615055000000,1776151675024000000,0
jps.artifact.entities.serializer.load.entities.ms,1776151615055000000,1776151675024000000,0
jps.facet.change.listener.init.bridge.ms,1776151615055000000,1776151675024000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1776151615055000000,1776151675024000000,0
workspaceModel.mutableEntityStorage.entities.ms,1776151615055000000,1776151675024000000,0
workspaceModel.global.updates.count,1776151615055000000,1776151675024000000,0
workspaceModel.moduleBridge.before.changed.ms,1776151615055000000,1776151675024000000,0
jps.project.serializers.save.ms,1776151615055000000,1776151675024000000,0
workspaceModel.load.cache.metadata.from.file.ms,1776151615055000000,1776151675024000000,0
jps.app.storage.content.writer.save.component.ms,1776151615055000000,1776151675024000000,0
jps.global.handle.before.change.events.ms,1776151615055000000,1776151675024000000,0
cacheStateStorage.set.counter,1776151615055000000,1776151675024000000,0
cacheStateStorage.set.duration,1776151615055000000,1776151675024000000,0
cacheStateStorage.get.counter,1776151615055000000,1776151675024000000,0
cacheStateStorage.get.duration,1776151615055000000,1776151675024000000,0
writeAction.median.wait.ms,1776151615055000000,1776151675024000000,300
writeAction.wait.ms,1776151615055000000,1776151675024000000,0
writeAction.count,1776151615055000000,1776151675024000000,0
writeAction.max.wait.ms,1776151615055000000,1776151675024000000,53
FilePageCacheLockFree.totalHeapBytesReclaimed,1776151615055000000,1776151675024000000,0
